"spp","x","y","dbh","ht"
"Gg",110.54,212.9,30.13,20.68
"Aa",110.42,214.64,15.08,13.25
"Gg",114.75,216.77,12.52,11.82
"Nn",118.11,216.85,25.51,18.44
"Cc",118.35,213.84,15.34,14.81
"Oo",117.95,211.11,14.83,13.62
"Kk",110.66,202.45,37.54,19.58
"Gg",114.78,203.18,10.85,11
"Ee",115.17,206.1,39,19.58
"Ll",114.42,206.16,13.27,12.23
"Dd",115.44,207.23,17.04,13.62
"Jj",118.51,208.29,24.02,16.99
"Aa",119.53,208.58,23.75,19.44
"Ii",118.81,203.32,13.57,12.54
"Cc",100.98,221.29,13.11,12.32
"Bb",100.78,223.21,10.46,10.11
"Cc",107.78,229.49,19,15.55
"Ff",108.71,229.77,13.16,13.88
"Gg",108.02,228.57,20.34,17.05
"Aa",106.54,224.13,15.79,14.62
"Ll",110.3,224.81,10.48,10.33
"Aa",107.98,222.29,23.84,17.13
"Oo",108.57,221.49,14.96,12.52
"Dd",103.87,231.78,31.54,19.04
"Gg",102.54,237.4,12.84,12.69
"Nn",106.33,237.11,32.58,21.21
"Ii",109.23,233.99,14.25,13.71
"Ll",109.54,232.77,11.28,11.88
"Ll",112.96,239.31,14.73,13.9
"Ff",119.31,235.15,22.62,17.93
"Ll",116.7,235.57,16.24,14.46
"Cc",118.69,232.11,12.88,12.81
"Oo",117.96,231.17,18.29,16.03
"Hh",110.14,227.07,20.64,16.24
"Aa",118.69,226.94,13.32,12.65
"Ee",117.63,228.24,16.66,14.15
"Cc",119.91,228.7,18.65,15.73
"Ee",119.56,226.87,34.55,21.89
"Oo",119.34,225.11,12.17,11.34
"Hh",102.59,242.68,14.54,13.36
"Mm",103.52,240.45,30.99,19.07
"Bb",102.24,247,23.39,16.49
"Bb",100.3,248,33.73,20.54
"Bb",103.18,248.3,12.78,11.91
"Gg",104.42,248.25,25.98,17.07
"Ff",105.68,248.08,13.91,13.16
"Jj",106.48,248.28,18.67,17.14
"Ee",106.73,241.81,17.04,14.07
"Ll",109.48,245.7,14.45,13.27
"Nn",109.45,243.12,15.64,14.88
"Mm",108.82,242.59,12.88,11.95
"Ff",100.23,253.68,14.54,14.03
"Ll",102.14,254.81,16.68,14.71
"Aa",100.99,256.2,12.11,12.48
"Aa",101.74,260.22,25.23,19.43
"Ii",107.9,256.56,23.83,18.43
"Hh",107.02,251.91,37.28,21.53
"Mm",107.37,252.1,11.49,11.99
"Dd",108.83,251.68,10.44,11.05
"Ii",107.83,251.11,19.82,15.55
"Mm",114.03,253.14,21.54,15.37
"Mm",111.8,257.07,16.87,14.18
"Aa",112.55,258.18,13.05,12.68
"Jj",116.38,257.64,10.96,10.96
"Hh",117.8,257.46,19.01,16.39
"Nn",115.42,253.85,10.88,11.03
"Mm",110.15,244.51,10.53,12.25
"Rr",114.63,242.63,11.08,10.76
"Aa",113.96,241.44,13.84,14.75
"Dd",111.49,245.05,22.99,17.26
"Ee",110.64,248.18,16.44,13.95
"Aa",110.16,248.2,11.73,12.93
"Cc",116.76,246.08,12.73,12.08
"Cc",118.21,244.51,22.81,14.51
"Bb",100.14,265.08,13.68,13.94
"Dd",102.55,264.38,13.21,13.18
"Ee",103.44,262.71,21.3,16.61
"Dd",104.13,262.84,19.11,17.31
"Ee",104.49,261.26,17.33,14.25
"Cc",100.51,269.97,26.92,17.26
"Ee",103.9,267.85,22.95,17.03
"Bb",104.42,267.78,12.81,12.3
"Mm",105.17,265.21,19.37,16.08
"Jj",110.16,262.89,29.76,20.6
"Cc",108.32,261.1,22.53,16.72
"Ee",103.94,277.45,15.56,14.12
"Jj",104.89,276.9,10.45,9.84
"Pp",101.79,276.57,19.6,16.42
"Dd",108.72,277.67,42.4,19.69
"Mm",106.64,271.33,10.26,9.42
"Bb",111.88,270.44,13.12,13.46
"Kk",112.11,278.68,15.51,14.44
"Ee",114.12,277.09,13.1,13.94
"Aa",119.4,278.57,12.14,12.35
"Oo",119.88,278.91,11.99,12.74
"Gg",116.65,273.92,11.43,11.91
"Nn",115.44,273.79,23.62,18.21
"Ff",119.33,273.85,19.04,16.68
"Ii",117.27,272.09,12.78,12.4
"Aa",109.78,267.15,14.49,12.52
"Ff",112.59,269.3,16.9,16.11
"Cc",114.12,265.55,15.98,15.12
"Mm",116.33,265.92,10.84,10.94
"Kk",116.8,269.14,11.97,11.16
"Aa",119.08,263.37,34.99,17.9
"Ii",118.37,261.65,15.84,15.37
"Jj",102.31,280.89,16.71,13.8
"Dd",102.01,280.69,27.78,17.1
"Cc",102.59,281.35,12.14,12.24
"Gg",101.43,285.36,19.98,15.73
"Aa",104.07,288.28,13.01,13.4
"Aa",105.88,286.77,11.54,12.26
"Ll",109.67,285.39,13.72,12.56
"Ff",108.48,285.45,11.77,12.63
"Nn",107.47,281.9,24.35,16.95
"Kk",105.44,283.2,15.78,14.9
"Oo",109.51,280.33,16.98,13.78
"Ii",108.17,281.11,28.37,18.12
"Hh",104.02,290.94,18.75,15.06
"Ii",103.28,290.48,13.31,12.59
"Hh",104.84,297.89,11.34,11.47
"Nn",108.23,296.59,15.1,13.66
"Gg",108.33,296.08,15.69,13.44
"Ii",106.89,295.52,15.89,15.56
"Ff",107.41,290.52,15.67,15.63
"Jj",104.44,292.68,17.76,14.79
"Ff",110.63,293.15,13.34,13.5
"Ee",114.43,292.75,18.99,15.67
"Jj",114.63,294.6,13.92,13.27
"Hh",117.57,296.03,40.77,18.86
"Mm",116.43,298.8,15.83,13.27
"Hh",117.17,294.47,15.08,14.97
"Ff",110.51,283.78,15.65,13.56
"Ll",115.12,283.02,21.31,16.77
"Gg",114.16,282.72,15.82,13.84
"Cc",111.41,287.95,15.98,13.26
"Jj",112.18,288.41,11.04,11.42
"Bb",112.72,286.72,10.81,11.33
"Gg",113.58,285.46,19.55,18.07
"Dd",115.04,289.74,34.52,18.73
"Gg",118.53,285.91,21.26,16.06
"Kk",116.48,280.52,24.31,19.06
"Kk",117.43,283.48,12.57,11.81
"Dd",119.03,280.61,10.03,11.2
"Kk",100.93,302.39,15.72,14.24
"Bb",104.18,304.06,13.57,12.57
"Ff",103.61,303.47,27.26,19.54
"Cc",104.99,303.28,11.08,12.14
"Cc",104.61,301.62,11.16,11.88
"Kk",100.64,301.01,12.15,12.05
"Gg",103,305.32,20.74,15.89
"Dd",102.02,305.55,25.07,17.53
"Oo",109.39,306.53,32.19,18.68
"Gg",109.93,301.32,16.28,13.88
"Hh",101.64,311.27,29.74,20
"Aa",102.89,312.91,39.3,18.55
"Kk",102.67,314.27,30.09,18.84
"Gg",104.44,314.06,20.19,16.53
"Oo",103.92,310.11,10.47,9.87
"Nn",105.94,316.01,33.28,18.52
"Ff",109.7,318.19,15.02,14.4
"Mm",108.97,312.97,13.93,14.58
"Oo",109.62,311.61,40.83,20.01
"Nn",108.19,310.24,22.37,16.07
"Bb",112.67,317.53,23.99,18.38
"Nn",114.2,317.74,25.64,17.15
"Dd",116.4,312.82,15.15,16.58
"Dd",116.52,310.17,21.33,16.74
"Ii",110.83,303.33,38.97,21.82
"Aa",115,304.12,17.76,14.57
"Gg",113.93,303.85,19.55,17.32
"Ee",114.58,309.26,28.94,17.14
"Ii",114.98,307.59,11.52,11.53
"Dd",116.51,308.77,10.46,10.92
"Bb",118.26,307.78,13.66,12.82
"Bb",116.94,300.93,14.79,13.76
"Gg",104,321.08,34.51,20.54
"Aa",100.2,328.61,43.62,22.2
"Hh",103.91,327.74,20.66,17
"Dd",105.74,327,24.41,18.38
"Ii",103.25,332.91,13.9,13.03
"Dd",101.73,339.38,25.09,17.26
"Kk",103.92,336.1,12.43,11.96
"Cc",104.3,334.62,24.91,16.8
"Nn",106.91,336.96,14.65,12.43
"Nn",109.9,339.47,45.07,21.6
"Rr",109.29,336.39,15.86,13.5
"Cc",104.65,330.99,22.32,15.13
"Jj",109.18,333.72,11.29,11.34
"Gg",109.35,333.41,36.14,17.42
"Bb",112.08,332.84,32.82,18
"Aa",112.43,336.24,27.22,17.38
"Kk",109.88,339.86,22.67,17.31
"Dd",119.04,338.14,32.39,20.7
"Cc",119.19,332.08,15.79,13.85
"Oo",108.86,322.65,26.78,18.65
"Aa",114.61,328.37,10.72,11.3
"Aa",101.31,340.55,14.48,15.13
"Ff",102.28,342.59,33.9,19.8
"Ii",100.68,342.17,24.25,18.44
"Ee",100.58,348.14,11.13,11.68
"Bb",103.38,349.3,12.84,12.28
"Hh",106.69,347.62,10.7,11.37
"Nn",108.57,348.99,18.3,14.18
"Cc",106.52,345.16,26.71,19.66
"Cc",107.51,343.59,37.32,19.67
"Gg",106.66,342.62,12.78,12.59
"Jj",101.35,351.2,12.73,14.07
"Ff",102.01,351.71,25.9,17.4
"Ee",101.52,353.41,12.98,11.74
"Gg",103.14,354.51,12.89,11.68
"Aa",100.78,357.18,16.34,14.88
"Jj",101.24,356.83,19.25,15.47
"Rr",103.45,357.52,13.79,14.36
"Kk",105.56,355.87,20.49,17.55
"Aa",104.98,350.89,17.89,15.97
"Mm",108.41,352.35,25.03,16.88
"Nn",109.93,355.25,21.94,18.35
"Ff",111.92,358.64,30.12,18.65
"Gg",116.29,350.76,16.35,13.59
"Ee",113.3,340.86,51.88,20.75
"Hh",109.37,348.07,22.9,17.14
"Gg",105.11,364.03,26.15,17.7
"Gg",103.44,362.38,10.54,10.19
"Cc",100.99,370.75,13.73,14.22
"Ee",100.67,375.36,14.4,14.74
"Ee",102.7,376.11,18.74,15.81
"Hh",108.14,371.9,31.43,18.88
"Aa",110.22,374.36,23.43,18.49
"Kk",117.78,368.61,27.48,18.68
"Kk",118.92,367.42,21.1,16.5
"Jj",103.01,382.94,14.67,13.92
"Ee",115.25,400.04,65.93,23.17
"Bb",118.82,399.53,73.49,22.64
"Cc",117.55,394.3,18.07,15.33
"Ff",103.67,404.83,28.03,19.07
"Bb",103.05,416.31,20.98,17.96
"Bb",99.7,418.78,25.6,17.26
"Ff",106.05,419.18,44.94,22.14
"Hh",108.08,411.78,17.93,16.17
"Ii",108.15,411.46,11.03,11.1
"Dd",112.12,412.24,25.18,16.19
"Ff",112.33,412.53,23.72,17.77
"Ll",114.4,417.67,12.5,12.5
"Cc",115.24,408.86,13.29,13.14
"Oo",104.34,419.74,18.73,16.25
"Ee",103.67,425.27,18.33,15.92
"Ff",103.54,429.52,25.34,18.09
"Nn",104.19,426.72,14.95,13.97
"Hh",106.21,425.97,13.32,13.01
"Dd",106.41,423.07,11.3,11.8
"Mm",107.31,421.53,20.42,17.16
"Kk",109.85,419.75,24.84,18.61
"Dd",105.65,420.12,13.81,13.57
"Bb",102.6,437.12,24.19,19.44
"Cc",106.28,436.68,12.95,11.97
"Ll",108.2,438.87,38.98,21.06
"Cc",110.05,439.14,19.23,17.59
"Dd",107.4,435.74,12.86,11.84
"Ii",107.53,434.05,35.63,20.47
"Jj",111.97,431.39,42.05,18.66
"Hh",114.11,434.61,16.39,13.98
"Ii",110.91,436.65,14.15,12.98
"Ee",119.17,439.02,39.55,19.3
"Jj",118.83,438.99,12.58,11.86
"Oo",119.14,438.4,10.03,11.08
"Ss",118.66,437.11,23.29,16.78
"Jj",120.26,433.25,14.68,12.97
"Ee",120.25,429.78,21,18.04
"Dd",111.13,426.57,13.76,12.34
"Mm",114.12,426.46,14.63,13.45
"Jj",119.18,428,20.84,16.19
"Aa",119.76,425.3,13.87,13.35
"Ll",119.76,424.89,13.84,13.18
"Nn",118.16,424.08,17.5,17.05
"Aa",101.36,441.33,12.4,11.96
"Gg",102.69,441.58,12.77,12.8
"Cc",104.94,441.71,17.19,14.24
"Bb",101.71,440.54,19.58,16.41
"Nn",101.71,446.66,31.42,18.26
"Ii",104.18,450.03,40.92,22.42
"Ff",104.81,446.52,40.16,19.02
"Ii",109.69,448.38,42.43,20.55
"Gg",105.13,444.55,50.31,21.2
"Cc",100.19,451.2,21.1,17.42
"Nn",103.12,454.19,13.24,13.51
"Ii",104.69,455.27,12.41,13.07
"Hh",103.63,451.27,22.88,16.21
"Ff",100.73,459.17,10.84,11.64
"Mm",104.34,458.08,11.24,12.11
"Aa",106.13,454.47,30.82,18.58
"Kk",106.85,458.06,14.64,15.18
"Bb",106.3,458.67,12.5,12.07
"Aa",109.25,454.73,11.41,11.63
"Ll",109.68,450.14,12.14,12.39
"Hh",110.15,453.21,13.37,14.13
"Oo",110.08,454,30.04,19.1
"Gg",113.58,451.49,13.81,12.9
"Gg",113.4,451.38,15.23,15.16
"Ff",111.87,457.61,10.93,11.02
"Ee",114.56,457.93,28.72,19.23
"Bb",118.17,458.38,10.88,11.18
"Nn",117.59,451.47,17.09,15.9
"Aa",112.2,444.11,12.77,13.8
"Ii",113.38,441.79,41.09,20.37
"Mm",112.42,446.34,11.66,11.7
"Dd",115.92,446.7,12.55,12.83
"Cc",115.87,443.51,12.71,12.01
"Nn",118.87,442.29,89.34,22.71
"Oo",119.54,440.03,33.51,18.69
"Ii",102.4,462.27,13.33,13.49
"Mm",101.76,462.95,13.81,14.74
"Oo",105.03,463.47,11.21,11.31
"Ff",101.89,468.28,13.06,12.97
"Bb",102.26,468.47,19.16,15.14
"Jj",105.32,468.16,15.78,14.97
"Aa",105.81,469.69,10.97,10.49
"Hh",108.06,466.23,11.06,11.09
"Ii",105.92,461.59,33.58,19.3
"Ee",109.27,459.49,11.47,12.12
"Gg",100.27,471,10.59,10.37
"Nn",101,470.58,10.69,10.28
"Mm",103.33,475.14,14.7,13.22
"Nn",101.83,473.56,18.34,16.64
"Dd",101.86,469.17,14.83,13.63
"Bb",101.42,470.38,13.52,13.68
"Aa",102.88,477.05,15.48,14.87
"Bb",105.85,476.01,12.66,12.53
"Dd",104.79,476.06,18.76,15.32
"Gg",108.95,475.37,12.94,13.05
"Kk",105.26,473.68,49.4,20.42
"Dd",107.78,470.98,16.49,14.93
"Ii",113.99,472,73.04,22.32
"Dd",110.34,475.35,12.61,11.22
"Jj",112.87,477.21,15.11,14.04
"Dd",113.45,477.53,12.71,13.02
"Aa",115.5,478.89,26.19,18.83
"Ll",117.49,471.83,42.14,21.51
"Dd",112.47,460.86,16.46,14.73
"Mm",114.2,469.49,12.26,11.77
"Gg",110.64,466.9,11.78,11.22
"Ll",114.84,465.63,14.75,14.32
"Gg",118.65,463.19,16.5,16.26
"Gg",119.86,460.98,17.98,15.54
"Bb",102.92,481.86,19.88,16.6
"Aa",103.72,480.66,14.59,13.76
"Ee",99.17,487.59,27.59,16.58
"Aa",105.4,487.92,15.51,13.41
"Jj",106.23,481.82,39.47,19
"Cc",105.3,482.24,26.22,19.8
"Ii",108.99,483.5,39.2,19.9
"Ee",102.4,495.66,14.11,13.29
"Cc",103.62,496.51,45.83,20.22
"Bb",104.31,499.52,54.84,21.92
"Aa",106.12,499.27,11.87,11.34
"Nn",107.73,497.21,24.1,18.34
"Mm",105,492.36,13.31,13.22
"Nn",105.25,492.75,66.41,21.8
"Ll",107.13,494.4,33.34,21.23
"Oo",114.99,499.04,17.75,15.28
"Hh",119.92,497.54,14.17,13.43
"Dd",118.99,495.44,21.62,16.42
"Ff",111.4,484.55,31.45,18.63
"Cc",112.75,484.64,29.94,19.61
"Ff",113.52,483.59,11.03,11.25
"Gg",113.14,482.87,27.81,19.79
"Ff",110.03,485.67,39.41,21.27
"Kk",117.1,487.96,10.64,10.51
"Ii",117.35,483.67,34.82,20.09
"Ll",118.31,481.14,27.32,19.03
"Rr",121.36,1.98,14.11,13.24
"Bb",122.28,4.98,38.54,19.49
"Kk",125.35,0.07,40.46,19.64
"Hh",119.97,5.57,42.9,20.5
"Dd",125.17,8.38,21.49,16.51
"Hh",124.81,7.41,13.55,12.49
"Mm",124.67,7.89,11.78,12.41
"Bb",128.09,4.59,19.16,15.94
"Cc",119.54,11.61,14.64,13.43
"Nn",129.23,12.4,25.62,17.37
"Cc",131.92,11.83,11.33,11.9
"Nn",135.92,18.35,14.44,14.42
"Dd",140.04,19.84,10.21,11.29
"Aa",135.21,6.19,20.61,16.9
"Ff",121.99,21.57,19.69,16.38
"Dd",123.68,21.76,10.97,11.64
"Hh",124.47,28.04,34.14,20.4
"Mm",127.86,24.28,12.39,12.66
"Mm",121.49,37.09,16.94,13.92
"Ee",129.17,37.12,28.34,19.36
"Mm",128.07,34.01,16.96,15.43
"Oo",131.2,32.88,44.92,22.04
"Oo",133.85,34.58,22.95,16.81
"Bb",134.82,32.44,35.41,20.59
"Gg",133.71,39.08,10.08,11.63
"Aa",134.15,36.31,10.99,12.34
"Mm",135.16,35.28,16.18,14.87
"Bb",136.61,38.77,59.75,21.86
"Gg",122.09,44.09,17.59,16.29
"Ff",123.31,44.32,13.89,13.18
"Ee",122.27,44.13,11.91,12.06
"Jj",129.02,50.71,17.47,15.07
"Nn",129.64,42.31,20.64,17.15
"Mm",123.56,55.8,43.29,21.21
"Bb",120.95,59.92,13.46,13.08
"Gg",124.15,58.34,12.59,11.53
"Ee",125.99,58.34,10.24,11.75
"Mm",129.23,59.17,32.51,18.92
"Ee",131.13,53.59,17.5,15.89
"Aa",134.37,59.49,10.84,11.19
"Ll",130.59,40.64,23.36,16.69
"Ii",138.98,49.7,89.88,25
"Aa",136.13,41.13,18.43,15.91
"Aa",136.79,41.43,13.4,13.43
"Ss",120.36,60.52,20.68,15.96
"Hh",122.3,68.17,16.58,14.67
"Kk",129.73,66.84,10.27,10.78
"Aa",128.89,68.63,15.01,14.79
"Gg",119.79,74.55,33.8,21.83
"Ll",124.15,79.37,22.86,17.98
"Rr",127.89,75.78,36.47,19.88
"Ii",127.39,70.91,14.95,15.06
"Ii",123.05,61.47,15.45,13.29
"Ee",130.14,72.05,12.14,13.74
"Aa",134.99,77.11,15.05,15.55
"Ff",134.57,75.33,14.02,12.12
"Bb",137.01,75.18,22.42,17.26
"Ee",131.92,60.59,14.88,14.55
"Ee",131.28,69.24,19.4,15.71
"Ll",137.86,63.17,53.64,20.89
"Cc",125.92,86.91,36.88,18.47
"Gg",120.18,96.02,15.32,13.26
"Kk",126.01,97.52,13.78,12.4
"Dd",126.17,96.18,24.78,18.81
"Ff",126.84,90.34,16.49,14.66
"Ii",126.58,93.33,11.41,11.6
"Aa",130.77,90.23,27.52,18.07
"Jj",130.67,91.98,27.61,18.92
"Bb",130.2,96.97,29.06,17.17
"Dd",133.83,99.35,53.68,23.89
"Ii",133.43,82.97,24.42,17.83
"Bb",134.82,82.89,28.07,19.08
"Mm",133.38,83.16,10.41,11.1
"Ll",131.17,86.72,46.24,19.75
"Aa",139.83,86.22,14.09,13.84
"Hh",136.86,81.04,18.07,15.01
"Kk",120.97,103.06,16.47,14.15
"Mm",122.91,104.99,15.51,15.45
"Cc",120.61,107.79,11.17,11.2
"Ll",125.29,104.81,60.27,23.35
"Cc",120.25,113.32,13.76,12.5
"Gg",123.6,118.08,18.15,15.61
"Hh",123.89,115.22,17.48,14.29
"Ee",125.92,114.59,13.88,12.53
"Ee",127.91,117.98,48.11,24.13
"Mm",127.67,117.07,11.3,11.58
"Ii",130.46,115.92,10.47,10.9
"Nn",136.06,116.04,31.62,19.63
"Ii",130.7,102.18,18.5,15.79
"Gg",132.55,107.13,14.47,13.14
"Bb",136.33,105.72,14.46,12.94
"Mm",122.17,127.83,45.11,20.17
"Ll",128.14,128.57,31.65,18.34
"Aa",128.96,127.84,13.05,12.73
"Aa",129.38,123.23,10.17,10.75
"Ll",125.06,139.24,25.26,18.17
"Bb",128.48,131.04,10.58,10.59
"Cc",129.96,132.33,21.99,18
"Ee",134.64,132.22,11.63,11.7
"Mm",134.52,132.71,56.03,19.8
"Bb",133.5,132.31,11.19,12.53
"Ff",131.67,139.33,12.15,13.29
"Aa",133.59,139.62,19.77,15.52
"Nn",136.27,137.56,17.79,15.69
"Jj",135.66,138.91,17.88,16.02
"Gg",136.87,138.99,46.65,22.02
"Dd",138.57,140.4,11.68,11.7
"Ee",138.43,123.9,18.57,14.87
"Mm",125.12,141.72,10.95,10.41
"Dd",123.23,142.15,14.61,12.85
"Kk",123.93,146.77,17.94,15.21
"Ee",127.03,148.5,18.67,14.76
"Nn",128.03,148.4,21.36,18.09
"Jj",127.88,147.98,13.79,13.85
"Bb",129.29,148.82,42.95,22.6
"Hh",130.01,146.97,11.25,12.06
"Jj",125.9,140.1,13.82,13.15
"Ii",127.38,140.19,13.88,14.34
"Dd",121.77,150.48,25.32,18.69
"Gg",121.11,157.8,19.65,17.32
"Aa",123.75,158.59,13.53,13.59
"Ee",123.16,159.04,21.38,16.32
"Hh",126.24,155.44,15.67,14.76
"Hh",127.97,150.92,13.81,13.23
"Nn",128.55,151.67,20.32,16.37
"Nn",130.54,154.93,10.71,11.43
"Bb",131.94,153.71,19.56,18.16
"Ii",133.72,155.73,10.04,10.65
"Mm",132.31,158.03,23.85,17.95
"Aa",134.39,157.14,12.55,11.3
"Bb",135.08,159.64,14.42,13.02
"Jj",134.87,155.66,11.23,10.89
"Dd",135.4,158.73,21.81,16.2
"Dd",135,153.07,16.04,14.68
"Cc",135.2,144.12,20.56,16.28
"Cc",132.42,147.82,13.85,13.86
"Bb",131.55,149.24,21.94,17.68
"Ee",136.15,144.7,35.43,19.58
"Hh",123.34,162.04,14.17,12.66
"Kk",123.61,161.89,19.83,17.34
"Ii",123.61,161.18,11.01,11.06
"Aa",120.2,165.73,14.2,14.11
"Cc",121.26,169.01,25.54,16.86
"Ee",122.47,169.26,12.71,12.72
"Bb",123.66,168.12,11.06,11.34
"Ff",125.04,165.18,28.17,17.61
"Ff",128.24,165.78,12.53,12.04
"Gg",125.47,169.06,12.94,14.06
"Kk",127.6,168.73,11.25,10.72
"Dd",127.1,165.43,14.65,12.6
"Cc",127.91,164.1,25.48,19.55
"Cc",130.6,164.36,11.82,12.61
"Kk",129.88,162.7,12.46,11.31
"Ll",129.19,160.79,11.55,11.74
"Oo",120.19,172.13,15.7,14.08
"Nn",120.45,171.26,14.25,13.36
"Kk",124.16,172.32,17.79,15.94
"Ii",121.67,177.5,14.08,13.02
"Ee",128.54,179.76,16.32,13.93
"Ff",129.85,177.72,14.63,14
"Ii",129.73,174.74,21.37,16.47
"Ff",125.71,173.41,13.88,13.39
"Ee",126.03,175.01,13.15,13.75
"Ee",129.84,171.74,13.47,13.59
"Cc",129.77,174.19,11.64,11.76
"Ll",132.83,174.36,15.47,13.61
"Dd",133.92,173.51,17.31,14.95
"Gg",133.11,172.07,13.74,12.68
"Cc",133.76,171.59,10.74,11.66
"Bb",133.78,178.8,20.58,15.57
"Ll",134.94,177.58,29.81,17.67
"Ff",138.37,179.32,10.93,11.65
"Jj",139.6,177.73,22,17.77
"Jj",136.68,170.89,16.85,13.77
"Jj",136.19,171.58,41.15,20.85
"Nn",139.39,174.58,15.88,14.57
"Kk",138.45,171.72,12.16,13.04
"Dd",133.32,163.87,36.37,21.73
"Oo",134.84,161.91,10.5,11.29
"Kk",135.19,167.7,37.69,20.2
"Gg",135.09,167.05,11.11,11.73
"Gg",136.99,168.59,15.79,13.98
"Kk",138.17,168.95,11.2,11.08
"Kk",122.76,182.82,13.13,11.67
"Ll",123.72,180.6,10.64,10.81
"Cc",119.73,187.18,28.26,18.47
"Ii",128.19,187.64,12.01,12.08
"Ll",125.83,182,27,18.02
"Gg",129.47,181.7,22.56,17.52
"Qq",126.67,180.22,14.07,14.34
"Ii",120.9,197.38,39.57,21.74
"Aa",120.59,199.54,10.97,12.38
"Cc",123.75,199.98,13.79,13.51
"Gg",125.56,199.55,16.11,15.28
"Dd",128.82,199.43,18.2,14.83
"Aa",128.45,200.11,27.75,19.04
"Oo",126.09,194.7,28.47,19.27
"Ll",127.69,195.1,22.64,16.07
"Ee",133.74,193.95,16.33,15
"Aa",131.27,198.63,25.64,17.39
"Gg",134.12,198.21,16.11,12.99
"Aa",139.29,198.67,15.11,13.94
"Bb",138.79,199.3,19.66,15.47
"Ll",140.44,196.33,15.99,14.06
"Ii",134.62,191.94,16.17,14.02
"Gg",138.86,195.19,13.18,14.11
"Ii",136.92,191.71,12.76,12.6
"Cc",137.37,190.07,14.63,13.79
"Ee",136.92,190.12,10.94,11.2
"Bb",135.79,190.32,18.25,15.59
"Cc",131.95,183.75,12.51,12.03
"Ff",133.46,181.41,12.03,12.74
"Aa",131.64,189.58,17.51,16.15
"Oo",134.12,189.56,13.94,13.62
"Ll",135.33,189.2,18.87,15.8
"Hh",139.42,186.15,16.92,14.8
"Ee",122.51,201.43,15.43,14.9
"Gg",123.93,205.07,19.07,16.44
"Bb",122.01,206.91,33.16,19.92
"Kk",128.87,206.48,20.32,15.52
"Aa",128.4,206.31,33.91,20.21
"Kk",127.09,204.58,23.08,17.19
"Dd",129.59,205.34,15.29,13.05
"Aa",122.65,213.17,12.45,12.37
"Cc",125.17,215.23,20.39,17.46
"Ee",127.11,216.98,20.56,16.16
"Ee",126.74,212.59,10.54,12.21
"Oo",125.21,212.64,15.77,12.89
"Dd",129.72,213.86,13.13,12.57
"Aa",131.6,212.22,13.86,13.02
"Ll",134.06,214.14,72.21,20.92
"Bb",131.52,219.42,20.31,14.62
"Kk",132.94,219.34,19.27,15.31
"Dd",135.35,212.83,27.98,20.98
"Bb",139.14,212.49,24.18,17.22
"Jj",136.02,210.35,15.88,14.1
"Aa",131.08,206.55,29.44,18.37
"Ii",131.07,209.33,14.34,13.23
"Aa",139.48,206.94,12.1,12.48
"Nn",139.3,203.74,12.32,12.48
"Ii",137.59,202.25,11.43,11.35
"Cc",138.25,200.23,24.87,16.22
"Cc",124.08,230.24,27.42,16.73
"Hh",124.4,226.83,11.79,11.94
"Bb",125.77,225.33,11.67,12.4
"Aa",126.76,227.7,17.35,16.3
"Cc",125.24,229.5,16.27,14.25
"Kk",127.51,222.58,12.28,12.88
"Jj",128.05,223.4,20.59,14.52
"Dd",122.16,231.06,15.42,14.8
"Ff",123.34,231.47,10.77,11.72
"Cc",123.05,237.9,18.33,15.43
"Cc",127.56,237.97,16.4,13.35
"Dd",126.89,240.31,13.64,13.92
"Bb",128.33,237.15,13.34,13.72
"Mm",127.42,234.61,16.29,15.81
"Cc",126.72,233.41,24.67,16.32
"Ff",130.66,233.47,16.88,14.98
"Bb",134.7,238.36,25.36,17.7
"Ff",137.7,240.39,28.23,18.27
"Ff",137.96,238.48,12.35,11.84
"Cc",136.39,231.29,15.43,14.48
"Aa",138,234.35,19.24,13.98
"Aa",138.84,230.96,10.56,11.15
"Cc",131.26,228.91,13.29,12.55
"Cc",137.17,226.29,36.92,21.01
"Ff",136.78,226.55,12.66,12.85
"Ff",136.55,227.22,15.47,14.04
"Ee",120.45,240.68,22.22,15.91
"Dd",123.15,242.32,26.55,17.28
"Gg",122.5,245.49,17.24,14.89
"Mm",124.71,244.31,11.1,11.51
"Ee",120.33,245.58,12.75,12.41
"Kk",124.71,249.1,17.03,14.14
"Ss",124.11,247.95,13.05,12.87
"Aa",123.29,244.72,12.97,12.98
"Ee",128.01,246.54,12.79,11.41
"Cc",124.98,240.89,12.11,12.03
"Ll",122.49,252.74,16.69,15.59
"Mm",125.2,254.35,12.04,11.76
"Jj",119.85,253.95,17.7,15.03
"Cc",122.82,257.72,14.31,13.88
"Hh",125.49,258.45,31.84,19.43
"Gg",127.67,256.72,20.4,17.27
"Ll",131.43,248.88,14.4,12.64
"Hh",130.87,252.56,15.36,13
"Mm",132.83,254.71,13.84,12.71
"Bb",135.02,254.38,10.95,10.97
"Bb",134.89,258.98,30.23,17.62
"Bb",136.22,257.33,17.07,16.51
"Mm",138.5,256.32,30.53,18.32
"Aa",137.15,253.71,12.24,11.26
"Dd",137.52,250.94,18.09,16.7
"Ee",133.29,242.17,13.82,14.44
"Ii",135.2,240.16,20.97,17.72
"Ff",121.57,262.66,10.01,9.89
"Dd",124.68,267.33,24.77,18.59
"Aa",126.79,265.88,11.6,13.36
